model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 B-MAX,2017,10500,Manual,14552.0,Petrol,145.0,47.1,1.4
 Focus,2016,14500,Manual,35000.0,Petrol,205.0,41.5,2.0
 B-MAX,2014,7795,Semi-Auto,21050.0,Petrol,160.0,44.1,1.6
 B-MAX,2017,9998,Manual,6997.0,Petrol,150.0,47.1,1.4
 Grand C-MAX,2017,11498,Manual,15371.0,Petrol,30.0,54.3,1.0
 Focus,2018,14990,Manual,4215.0,Petrol,145.0,58.9,1.0
 Ka+,2016,7995,Manual,13057.0,Petrol,30.0,57.7,1.2
 Focus,2016,11280,Manual,10492.0,Petrol,20.0,60.1,1.0
 EcoSport,2016,9495,Manual,26638.0,Petrol,160.0,44.8,1.5
 Fiesta,2017,8995,Manual,34242.0,Petrol,0.0,65.7,1.0
 B-MAX,2013,6495,Manual,45159.0,Petrol,145.0,47.1,1.4
 EcoSport,2015,8845,Manual,21426.0,Petrol,160.0,44.8,1.5
 B-MAX,2017,10995,Manual,12245.0,Petrol,145.0,56.5,1.0
 B-MAX,2015,8495,Manual,41204.0,Petrol,30.0,57.7,1.0
 Fiesta,2015,8995,Manual,16130.0,Petrol,0.0,65.7,1.0
 Focus,2018,16998,Manual,8488.0,Diesel,150.0,70.6,2.0
 C-MAX,2016,9998,Semi-Auto,15335.0,Diesel,125.0,58.9,2.0
 Grand C-MAX,2015,9998,Manual,25969.0,Diesel,30.0,64.2,1.5
 Fiesta,2018,10498,Manual,6188.0,Petrol,150.0,55.4,1.1
 C-MAX,2017,11498,Manual,11005.0,Petrol,150.0,44.1,1.6
 Focus,2018,13498,Manual,11206.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,10498,Semi-Auto,3545.0,Petrol,30.0,57.7,1.0
 Fiesta,2015,6998,Manual,11052.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,9798,Manual,23271.0,Petrol,20.0,62.8,1.0
 Fiesta,2016,10498,Manual,22517.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,9990,Manual,6487.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,10750,Manual,14919.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,10497,Manual,14220.0,Petrol,145.0,64.2,1.1
 Focus,2018,13341,Manual,14064.0,Petrol,145.0,57.7,1.0
 Focus,2018,12997,Manual,7888.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,10650,Manual,9813.0,Petrol,145.0,65.7,1.0
 Kuga,2017,13990,Manual,27678.0,Diesel,145.0,60.1,2.0
 Fiesta,2017,9997,Manual,17855.0,Petrol,145.0,64.2,1.1
 Focus,2017,10490,Manual,28310.0,Petrol,145.0,60.1,1.0
 Kuga,2017,14490,Manual,14210.0,Diesel,145.0,64.2,1.5
 Focus,2015,8998,Manual,25199.0,Diesel,0.0,74.3,1.5
 Kuga,2019,17998,Manual,6514.0,Diesel,150.0,45.6,1.5
 Focus,2015,10298,Manual,12511.0,Petrol,125.0,51.4,1.5
 Focus,2016,9599,Manual,25625.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,10898,Manual,14523.0,Petrol,145.0,62.8,1.0
 Fiesta,2014,6797,Manual,63000.0,Petrol,20.0,62.8,1.0
 Focus,2017,10797,Manual,20967.0,Petrol,145.0,60.1,1.0
 Focus,2018,13997,Manual,8005.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,10397,Manual,18558.0,Petrol,145.0,65.7,1.0
 EcoSport,2019,14390,Manual,3381.0,Petrol,145.0,53.3,1.0
 Fiesta,2018,9997,Manual,25318.0,Petrol,145.0,65.7,1.0
 Focus,2018,13497,Manual,12565.0,Petrol,145.0,57.7,1.0
 Focus,2017,18997,Manual,20112.0,Petrol,145.0,41.5,2.0
 Fiesta,2017,9997,Manual,17595.0,Petrol,0.0,65.7,1.0
 Focus,2019,17890,Manual,6927.0,Petrol,145.0,60.1,1.0
 Kuga,2015,11995,Semi-Auto,34032.0,Diesel,145.0,52.3,2.0
 Focus,2019,20695,Automatic,1561.0,Diesel,145.0,64.2,2.0
 Kuga,2019,21500,Automatic,1916.0,Petrol,145.0,28.8,1.5
 Focus,2018,14700,Manual,5726.0,Petrol,145.0,57.7,1.0
 Fiesta,2018,10000,Manual,4352.0,Petrol,145.0,64.2,1.1
 Fiesta,2020,17500,Semi-Auto,10.0,Petrol,145.0,48.7,1.0
 Ka+,2017,8000,Manual,29942.0,Petrol,145.0,57.7,1.2
 Fiesta,2017,8600,Manual,32137.0,Petrol,125.0,54.3,1.2
 Fiesta,2018,10700,Manual,20531.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,12400,Manual,4864.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10498,Manual,8050.0,Petrol,150.0,55.4,1.1
 Focus,2015,7298,Manual,44149.0,Petrol,20.0,60.1,1.0
 Kuga,2019,18498,Manual,9312.0,Diesel,150.0,54.3,1.5
 Fiesta,2018,15998,Manual,19790.0,Petrol,150.0,40.3,1.5
 Focus,2018,10998,Manual,21456.0,Petrol,150.0,60.1,1.0
 Focus,2017,10698,Manual,41068.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,11698,Manual,9977.0,Petrol,150.0,65.7,1.0
 C-MAX,2017,10998,Manual,24107.0,Diesel,20.0,68.9,1.5
 Fiesta,2016,7498,Manual,35075.0,Diesel,0.0,78.5,1.5
 EcoSport,2017,10998,Manual,8421.0,Petrol,125.0,53.3,1.0
 Fiesta,2018,12000,Manual,9452.0,Petrol,145.0,65.7,1.0
 EcoSport,2017,12000,Manual,10545.0,Petrol,150.0,52.3,1.0
 Focus,2018,13250,Manual,14984.0,Petrol,150.0,57.7,1.0
 Fiesta,2014,8750,Manual,35315.0,Petrol,0.0,65.7,1.0
 Mondeo,2016,11400,Manual,43998.0,Diesel,30.0,64.2,2.0
 EcoSport,2017,11000,Manual,22588.0,Petrol,125.0,52.3,1.0
 Fiesta,2017,10500,Manual,22414.0,Petrol,145.0,65.7,1.0
 Focus,2016,9200,Manual,43792.0,Petrol,20.0,61.4,1.0
 Fiesta,2017,11750,Manual,15856.0,Petrol,145.0,65.7,1.0
 Kuga,2017,14000,Manual,36363.0,Diesel,30.0,64.2,1.5
 C-MAX,2013,6270,Manual,27841.0,Diesel,30.0,61.4,1.6
 Kuga,2017,13970,Manual,14252.0,Diesel,30.0,64.2,1.5
 Kuga,2017,16770,Semi-Auto,9992.0,Diesel,145.0,54.3,2.0
 Focus,2013,5290,Manual,65607.0,Petrol,20.0,58.9,1.0
 EcoSport,2017,8940,Manual,23544.0,Petrol,125.0,52.3,1.0
 Focus,2016,8249,Manual,34887.0,Petrol,20.0,60.1,1.0
 Focus,2017,9900,Manual,26345.0,Petrol,145.0,61.4,1.0
 EcoSport,2017,9790,Manual,15818.0,Petrol,145.0,53.3,1.0
 Focus,2017,8790,Manual,41093.0,Diesel,145.0,74.3,1.5
 EcoSport,2018,16698,Semi-Auto,3271.0,Petrol,145.0,48.7,1.0
 Fiesta,2013,4998,Manual,72101.0,Petrol,30.0,54.3,1.2
 Mondeo,2014,7995,Manual,57025.0,Petrol,165.0,44.1,1.6
 Focus,2018,12995,Manual,7804.0,Petrol,145.0,57.7,1.0
 Focus,2015,7995,Manual,48000.0,Diesel,0.0,74.3,1.5
 Fiesta,2013,5495,Manual,63980.0,Diesel,0.0,76.4,1.5
 Focus,2015,6990,Manual,66992.0,Diesel,0.0,74.3,1.5
 Mondeo,2015,10329,Manual,37114.0,Petrol,145.0,48.7,1.5
 EcoSport,2018,13495,Manual,13221.0,Petrol,145.0,53.3,1.0
 Focus,2017,10345,Manual,31913.0,Diesel,145.0,74.3,1.5
 Fiesta,2014,7700,Manual,28652.0,Petrol,0.0,65.7,1.0
 EcoSport,2017,10250,Manual,26892.0,Petrol,145.0,52.3,1.0
 Focus,2018,12000,Manual,11285.0,Petrol,150.0,60.1,1.0
 EcoSport,2017,10750,Manual,17815.0,Petrol,150.0,52.3,1.0
 EcoSport,2018,14000,Manual,20500.0,Petrol,150.0,54.3,1.0
 Fiesta,2017,9400,Manual,27768.0,Petrol,150.0,64.2,1.1
 B-MAX,2014,7000,Semi-Auto,34732.0,Petrol,160.0,44.1,1.6
 Fiesta,2019,16000,Manual,1702.0,Petrol,145.0,55.4,1.0
 Focus,2017,10380,Manual,22945.0,Petrol,145.0,61.4,1.0
 Fiesta,2017,8700,Manual,21218.0,Petrol,150.0,54.3,1.2
 Kuga,2016,14250,Manual,22015.0,Diesel,125.0,60.1,2.0
 Fiesta,2015,6998,Manual,19505.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,9898,Manual,28741.0,Petrol,20.0,62.8,1.0
 C-MAX,2017,11298,Manual,18492.0,Diesel,20.0,68.9,1.5
 Focus,2019,14698,Manual,17640.0,Petrol,150.0,58.9,1.0
 Kuga,2017,16998,Automatic,7293.0,Petrol,150.0,38.2,1.5
 EcoSport,2017,9998,Manual,25050.0,Petrol,125.0,53.3,1.0
 C-MAX,2017,11998,Manual,20646.0,Diesel,150.0,68.9,1.5
 C-MAX,2017,10698,Manual,31743.0,Diesel,20.0,68.9,1.5
 Focus,2018,13500,Manual,24417.0,Petrol,145.0,57.7,1.0
 Ka+,2018,8800,Manual,13220.0,Petrol,145.0,57.7,1.2
 Ka+,2018,8750,Manual,8355.0,Petrol,145.0,57.7,1.2
 Fiesta,2015,7895,Semi-Auto,36003.0,Petrol,145.0,47.9,1.6
 Fiesta,2015,10795,Manual,21529.0,Petrol,145.0,47.9,1.6
 Galaxy,2017,17995,Manual,27769.0,Diesel,125.0,56.5,2.0
 Fiesta,2018,11200,Manual,12064.0,Petrol,145.0,65.7,1.0
 Kuga,2018,16601,Semi-Auto,22508.0,Diesel,150.0,54.3,2.0
 Ka+,2018,8990,Manual,8411.0,Petrol,145.0,54.3,1.2
 Fiesta,2016,8990,Manual,14088.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,10990,Manual,10185.0,Petrol,150.0,65.7,1.0
 C-MAX,2016,9990,Manual,37249.0,Diesel,20.0,68.9,1.5
 EcoSport,2018,14490,Manual,10426.0,Petrol,150.0,54.3,1.0
 S-MAX,2017,19490,Semi-Auto,21021.0,Diesel,145.0,51.4,2.0
 Fiesta,2018,10990,Manual,30304.0,Petrol,145.0,56.5,1.0
 Kuga,2016,14990,Semi-Auto,45472.0,Diesel,145.0,54.3,2.0
 Kuga,2019,18990,Manual,5003.0,Petrol,145.0,39.2,1.5
 Focus,2014,7676,Manual,35201.0,Petrol,30.0,56.5,1.0
 KA,2014,4560,Manual,35824.0,Petrol,30.0,57.7,1.2
 Focus,2016,14237,Manual,25780.0,Diesel,20.0,67.3,2.0
 Focus,2018,14280,Manual,8900.0,Petrol,145.0,57.7,1.0
 B-MAX,2016,8180,Manual,25558.0,Petrol,30.0,55.4,1.0
 Kuga,2017,16990,Semi-Auto,19016.0,Diesel,145.0,54.3,2.0
 Fiesta,2014,7090,Manual,28877.0,Petrol,0.0,65.7,1.0
 Focus,2013,5902,Manual,57890.0,Diesel,20.0,67.3,1.6
 Fiesta,2016,9698,Manual,23484.0,Petrol,20.0,62.8,1.0
 Fiesta,2017,11998,Semi-Auto,5863.0,Petrol,0.0,57.7,1.0
 Fiesta,2018,14000,Manual,17406.0,Petrol,145.0,65.7,1.0
 C-MAX,2017,11500,Manual,12951.0,Diesel,20.0,68.9,1.5
 Kuga,2017,16500,Manual,23000.0,Diesel,125.0,60.1,2.0
 EcoSport,2016,10250,Manual,29387.0,Diesel,30.0,64.2,1.5
 Fiesta,2016,10000,Manual,5501.0,Petrol,125.0,54.3,1.2
 Focus,2017,11000,Manual,10053.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,12000,Manual,12478.0,Petrol,145.0,65.7,1.0
 C-MAX,2018,10298,Manual,26996.0,Petrol,145.0,55.4,1.0
 Fiesta,2015,8698,Manual,21672.0,Petrol,0.0,65.7,1.0
 Tourneo Connect,2017,15998,Automatic,6051.0,Diesel,145.0,56.6,1.5
 Fiesta,2017,8798,Manual,13761.0,Petrol,125.0,54.3,1.2
 Kuga,2017,14498,Manual,18597.0,Diesel,125.0,60.1,2.0
 S-MAX,2015,15698,Manual,13300.0,Petrol,160.0,43.5,1.5
 Kuga,2019,17849,Manual,15281.0,Diesel,145.0,38.2,2.0
 Focus,2018,12390,Manual,3345.0,Petrol,145.0,61.4,1.0
 Fiesta,2017,10280,Manual,22878.0,Petrol,145.0,65.7,1.0
 Kuga,2017,17420,Semi-Auto,25003.0,Diesel,145.0,54.3,2.0
 Focus,2019,13990,Manual,15178.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,8991,Manual,14615.0,Petrol,150.0,64.2,1.1
 B-MAX,2013,5572,Semi-Auto,55920.0,Petrol,165.0,44.1,1.6
 Fiesta,2017,9498,Manual,13705.0,Diesel,0.0,78.5,1.5
 C-MAX,2017,8998,Manual,46400.0,Diesel,20.0,68.9,1.5
 Grand C-MAX,2016,10798,Semi-Auto,16541.0,Diesel,30.0,58.9,1.5
 Focus,2016,9298,Manual,46377.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,11698,Manual,11760.0,Petrol,20.0,62.8,1.0
 Fiesta,2016,10498,Manual,9906.0,Petrol,20.0,62.8,1.0
 Tourneo Custom,2016,19498,Manual,30382.0,Diesel,235.0,44.1,2.0
 Tourneo Custom,2016,16998,Manual,45668.0,Diesel,200.0,44.8,2.0
 S-MAX,2017,18298,Semi-Auto,12232.0,Diesel,125.0,52.3,2.0
 Kuga,2019,19498,Semi-Auto,11245.0,Diesel,150.0,47.9,2.0
 Fiesta,2018,10298,Manual,10578.0,Petrol,150.0,55.4,1.1
 Fiesta,2015,6210,Manual,45258.0,Petrol,125.0,54.3,1.2
 Fiesta,2015,8290,Manual,31024.0,Petrol,0.0,65.7,1.0
 B-MAX,2016,8100,Manual,6768.0,Petrol,145.0,47.1,1.4
 Focus,2014,6780,Manual,44081.0,Petrol,20.0,58.9,1.0
 C-MAX,2016,7480,Manual,51838.0,Diesel,20.0,68.9,1.5
 Focus,2016,9499,Manual,35529.0,Petrol,20.0,60.1,1.0
 Fiesta,2016,8750,Manual,33434.0,Petrol,20.0,62.8,1.0
 Grand C-MAX,2017,11998,Manual,29396.0,Diesel,30.0,64.2,1.5
 Fiesta,2018,10298,Manual,13148.0,Petrol,150.0,55.4,1.1
 EcoSport,2017,9998,Semi-Auto,31788.0,Petrol,165.0,44.8,1.5
 Grand C-MAX,2017,10998,Manual,48934.0,Petrol,150.0,54.3,1.0
 C-MAX,2017,9998,Manual,23046.0,Diesel,20.0,68.9,1.5
 C-MAX,2017,9998,Manual,25003.0,Petrol,30.0,55.4,1.0
 Fiesta,2017,9998,Manual,21314.0,Petrol,150.0,65.7,1.0
 Focus,2017,9500,Manual,21861.0,Diesel,0.0,74.3,1.5
 Fiesta,2015,8360,Manual,9892.0,Petrol,0.0,65.7,1.0
 KA,2014,4650,Manual,34000.0,Petrol,30.0,57.7,1.2
 Focus,2013,6100,Manual,48659.0,Petrol,20.0,58.9,1.0
 Fiesta,2015,6490,Manual,26822.0,Petrol,125.0,54.3,1.2
 Focus,2013,5960,Manual,55253.0,Diesel,20.0,67.3,1.6
 Fiesta,2019,17490,Manual,1220.0,Petrol,145.0,40.3,1.5
 Focus,2017,12990,Manual,11233.0,Diesel,145.0,74.3,1.5
 Focus,2019,15690,Manual,10000.0,Diesel,145.0,74.3,1.5
 Kuga,2020,25490,Manual,1128.0,Diesel,145.0,39.2,2.0
 Fiesta,2016,10490,Manual,21832.0,Petrol,20.0,62.8,1.0
 Focus,2020,22990,Automatic,185.0,Diesel,145.0,54.3,1.5
 Kuga,2017,15495,Semi-Auto,22704.0,Diesel,150.0,54.3,2.0
 Mondeo,2015,7999,Manual,82094.0,Diesel,20.0,68.9,2.0
 Focus,2019,18999,Manual,2200.0,Petrol,145.0,49.6,1.0
 Kuga,2019,21595,Manual,7980.0,Petrol,145.0,39.2,1.5
 Fiesta,2018,12350,Manual,23800.0,Diesel,145.0,58.9,1.5
 Focus,2014,6701,Manual,50000.0,Diesel,0.0,76.4,1.6
 Fiesta,2017,8400,Manual,38524.0,Petrol,145.0,65.7,1.0
 Fiesta,2013,6100,Manual,35183.0,Petrol,30.0,54.3,1.2
 Fiesta,2016,10200,Manual,15143.0,Petrol,0.0,65.7,1.0
 Focus,2015,8000,Manual,51194.0,Diesel,0.0,74.3,1.5
 Fiesta,2016,8930,Manual,13492.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,10170,Manual,10485.0,Petrol,145.0,65.7,1.0
 Fiesta,2014,4801,Manual,90000.0,Petrol,30.0,54.3,1.2
 Focus,2015,7981,Manual,40000.0,Petrol,20.0,60.1,1.0
 Fiesta,2017,9690,Manual,25644.0,Petrol,0.0,65.7,1.0
 Kuga,2017,12498,Manual,29430.0,Diesel,30.0,64.2,1.5
 Focus,2014,8698,Manual,23540.0,Petrol,20.0,60.1,1.0
 EcoSport,2017,9498,Manual,15572.0,Petrol,125.0,52.3,1.0
 Focus,2017,13298,Manual,9162.0,Petrol,125.0,51.4,1.5
 Kuga,2015,9498,Manual,45309.0,Diesel,125.0,60.1,2.0
 Fiesta,2016,10998,Semi-Auto,662.0,Petrol,0.0,57.7,1.0
 C-MAX,2017,10498,Manual,15454.0,Diesel,20.0,68.9,1.5
 Focus,2019,14598,Manual,13882.0,Petrol,145.0,58.9,1.0
 Kuga,2018,18498,Manual,10557.0,Petrol,145.0,39.2,1.5
 Fiesta,2017,11998,Manual,7210.0,Petrol,0.0,65.7,1.0
 Fiesta,2019,12220,Manual,9526.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,11000,Manual,33763.0,Petrol,145.0,56.5,1.0
 EcoSport,2019,14491,Manual,6453.0,Petrol,145.0,53.3,1.0
 B-MAX,2016,5991,Manual,56818.0,Diesel,20.0,68.9,1.5
 Fiesta,2017,8291,Manual,18934.0,Petrol,125.0,54.3,1.2
 Fiesta,2014,6891,Manual,30595.0,Petrol,0.0,65.7,1.0
 Kuga,2016,15991,Automatic,6446.0,Petrol,240.0,38.2,1.5
 EcoSport,2017,10490,Manual,20651.0,Petrol,125.0,52.3,1.0
 EcoSport,2017,8991,Manual,15775.0,Petrol,145.0,44.8,1.5
 Fiesta,2017,9210,Manual,18256.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,12991,Manual,9476.0,Petrol,150.0,47.9,1.6
 Fiesta,2016,7991,Manual,11904.0,Petrol,125.0,54.3,1.2
 Fiesta,2015,10159,Manual,42391.0,Petrol,145.0,47.9,1.6
 B-MAX,2017,9840,Semi-Auto,21812.0,Petrol,160.0,44.1,1.6
 B-MAX,2016,8137,Manual,22034.0,Diesel,0.0,74.4,1.5
 Focus,2017,17750,Manual,19510.0,Diesel,20.0,67.3,2.0
 Focus,2019,17520,Manual,3758.0,Petrol,145.0,60.1,1.0
 Focus,2019,19230,Manual,2894.0,Petrol,145.0,60.1,1.0
 Focus,2019,17390,Manual,3058.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10991,Manual,25943.0,Petrol,145.0,65.7,1.0
 Fiesta,2019,14287,Manual,10013.0,Petrol,145.0,58.9,1.0
 Focus,2019,26030,Manual,3919.0,Petrol,145.0,34.5,2.3
 Focus,2019,19300,Automatic,2662.0,Diesel,145.0,50.4,1.5
 Focus,2019,20390,Automatic,6644.0,Diesel,145.0,49.6,2.0
 Galaxy,2019,26430,Manual,9129.0,Diesel,145.0,55.4,2.0
 Focus,2019,17200,Manual,6984.0,Diesel,145.0,61.4,1.5
 Focus,2019,17800,Manual,4487.0,Diesel,145.0,62.8,2.0
 S-MAX,2019,27480,Manual,6656.0,Diesel,145.0,54.3,2.0
 Fiesta,2018,10530,Manual,13674.0,Petrol,145.0,58.9,1.0
 Fiesta,2016,7790,Manual,18859.0,Petrol,125.0,54.3,1.2
 Focus,2019,17410,Manual,2117.0,Petrol,145.0,60.1,1.0
 Focus,2019,17520,Manual,4892.0,Petrol,145.0,60.1,1.0
 Focus,2019,17390,Manual,2905.0,Petrol,145.0,60.1,1.0
 Fiesta,2016,8760,Manual,21578.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,9230,Semi-Auto,20940.0,Petrol,145.0,47.9,1.6
 Galaxy,2016,16387,Manual,25405.0,Diesel,125.0,56.5,2.0
 Kuga,2017,15160,Automatic,15368.0,Petrol,235.0,38.2,1.5
 Focus,2018,15500,Manual,10286.0,Petrol,145.0,58.9,1.0
 Fiesta,2019,17530,Semi-Auto,15.0,Petrol,145.0,48.7,1.0
 Focus,2017,11200,Manual,11133.0,Diesel,145.0,74.3,1.5
 Focus,2015,7871,Manual,37012.0,Petrol,20.0,61.4,1.0
 Kuga,2017,15791,Manual,40984.0,Diesel,145.0,54.3,2.0
 Kuga,2016,9950,Manual,67648.0,Diesel,125.0,60.1,2.0
 Kuga,2017,13999,Manual,23915.0,Diesel,150.0,64.2,1.5
 Fiesta,2017,10450,Manual,15443.0,Petrol,150.0,65.7,1.0
 Ka+,2017,7991,Manual,2271.0,Petrol,145.0,57.7,1.2
 Fiesta,2013,6080,Manual,58804.0,Petrol,0.0,65.7,1.0
 Mondeo,2016,9970,Manual,54719.0,Diesel,0.0,78.5,1.5
 Focus,2016,15291,Manual,36706.0,Diesel,20.0,67.3,2.0
 B-MAX,2015,7620,Semi-Auto,42540.0,Petrol,160.0,44.1,1.6
 Fiesta,2018,9291,Manual,7147.0,Petrol,145.0,64.2,1.1
 EcoSport,2017,8791,Manual,24688.0,Petrol,125.0,52.3,1.0
 Fiesta,2015,8222,Manual,25550.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,6590,Manual,42031.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,9470,Manual,16795.0,Petrol,0.0,65.7,1.0
 Galaxy,2017,19840,Semi-Auto,28613.0,Diesel,145.0,52.3,2.0
 Focus,2015,7600,Manual,46660.0,Diesel,0.0,74.3,1.5
 Focus,2019,17300,Manual,5294.0,Petrol,145.0,60.1,1.0
 Focus,2019,16730,Manual,4725.0,Petrol,145.0,58.9,1.0
 Focus,2017,12410,Manual,4948.0,Diesel,145.0,74.3,1.5
 Mondeo,2017,17080,Automatic,27498.0,Hybrid,145.0,56.5,2.0
 B-MAX,2015,7870,Manual,21482.0,Diesel,0.0,74.4,1.5
 Galaxy,2017,17990,Manual,28310.0,Diesel,125.0,56.5,2.0
 Fiesta,2016,8880,Manual,38737.0,Petrol,20.0,62.8,1.0
 Focus,2016,7500,Manual,70709.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,9130,Manual,29466.0,Petrol,0.0,65.7,1.0
 Ka+,2017,6710,Manual,32726.0,Petrol,30.0,57.7,1.2
 Puma,2020,19991,Manual,2475.0,Petrol,145.0,50.4,1.0
 Ka+,2017,6800,Manual,24613.0,Petrol,30.0,57.7,1.2
 EcoSport,2017,10361,Manual,20846.0,Petrol,125.0,52.3,1.0
 Fiesta,2017,7750,Manual,23355.0,Petrol,125.0,54.3,1.2
 Focus,2019,17450,Manual,4650.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,9450,Manual,25082.0,Petrol,145.0,64.2,1.1
 Focus,2018,12950,Manual,21149.0,Petrol,145.0,57.7,1.0
 Fiesta,2014,6450,Manual,30147.0,Petrol,0.0,65.7,1.0
 Focus,2017,8950,Manual,35450.0,Petrol,145.0,60.1,1.0
 EcoSport,2018,12450,Manual,8911.0,Petrol,145.0,54.3,1.0
 Focus,2019,14450,Manual,8508.0,Petrol,145.0,58.9,1.0
 Focus,2015,8151,Manual,65121.0,Diesel,0.0,74.3,1.5
 Fiesta,2016,5991,Manual,70658.0,Diesel,0.0,78.5,1.5
 KA,2014,4890,Manual,14512.0,Petrol,30.0,57.7,1.2
 Kuga,2017,13491,Manual,35417.0,Diesel,125.0,60.1,2.0
 Ka+,2018,7991,Manual,7768.0,Petrol,145.0,57.7,1.2
 Fiesta,2018,10491,Manual,15946.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,9491,Manual,29743.0,Petrol,145.0,65.7,1.0
 EcoSport,2017,9991,Manual,19031.0,Petrol,150.0,52.3,1.0
 EcoSport,2017,10991,Manual,20962.0,Petrol,125.0,53.3,1.0
 Fiesta,2018,10991,Manual,10169.0,Petrol,150.0,65.7,1.0
 Fiesta,2017,8450,Manual,17294.0,Petrol,0.0,65.7,1.0
 Kuga,2017,13750,Manual,26452.0,Diesel,30.0,64.2,1.5
 Kuga,2017,14750,Manual,15093.0,Diesel,145.0,64.2,1.5
 Fiesta,2018,9450,Manual,11625.0,Petrol,145.0,65.7,1.0
 Focus,2014,7950,Manual,23691.0,Petrol,20.0,60.1,1.0
 EcoSport,2016,8950,Manual,23444.0,Diesel,30.0,64.2,1.5
 Fiesta,2019,14750,Manual,5775.0,Petrol,145.0,58.9,1.0
 EcoSport,2019,15529,Manual,3646.0,Petrol,145.0,51.4,1.0
 Fiesta,2018,9450,Manual,19432.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,11250,Manual,11410.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,9450,Manual,14600.0,Petrol,145.0,64.2,1.0
 Ka+,2017,8450,Manual,10455.0,Petrol,145.0,57.7,1.2
 Fiesta,2014,7950,Manual,23583.0,Petrol,0.0,65.7,1.0
 EcoSport,2017,10450,Manual,13308.0,Petrol,145.0,53.3,1.0
 Fiesta,2016,6950,Manual,29699.0,Petrol,125.0,54.3,1.2
 Fiesta,2018,10250,Manual,20761.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,9750,Manual,15789.0,Petrol,145.0,64.2,1.1
 Focus,2018,10999,Manual,12528.0,Petrol,145.0,61.4,1.0
 Kuga,2018,14450,Manual,16026.0,Diesel,145.0,64.2,1.5
 C-MAX,2019,16950,Semi-Auto,734.0,Petrol,145.0,36.7,1.5
 Grand C-MAX,2017,10850,Manual,26967.0,Petrol,30.0,54.3,1.0
 Focus,2017,12950,Manual,14842.0,Petrol,145.0,57.7,1.0
 Kuga,2018,14450,Manual,15664.0,Diesel,145.0,64.2,1.5
 Focus,2017,10250,Manual,24659.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,10950,Manual,10307.0,Petrol,145.0,65.7,1.0
 Focus,2018,12999,Manual,12428.0,Petrol,145.0,57.7,1.0
 Focus,2017,11253,Manual,9793.0,Petrol,145.0,61.4,1.0
 Kuga,2017,14590,Manual,12444.0,Diesel,145.0,64.2,1.5
 Fiesta,2016,8650,Manual,10581.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,7950,Manual,16674.0,Petrol,125.0,54.3,1.2
 EcoSport,2017,8950,Manual,17134.0,Petrol,160.0,44.8,1.5
 Focus,2018,12650,Manual,18442.0,Petrol,145.0,57.7,1.0
 Focus,2017,11999,Manual,14662.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10250,Manual,9731.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,10250,Manual,9001.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,8450,Manual,29303.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,7950,Manual,17437.0,Petrol,125.0,54.3,1.2
 Fiesta,2018,11456,Manual,2837.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,9659,Manual,9705.0,Petrol,145.0,64.2,1.1
 Kuga,2017,14450,Manual,13750.0,Diesel,145.0,64.2,1.5
 Focus,2018,19450,Manual,12250.0,Petrol,145.0,41.5,2.0
 Fiesta,2018,9850,Manual,6831.0,Petrol,145.0,64.2,1.1
 Focus,2018,13650,Manual,8761.0,Petrol,145.0,57.7,1.0
 Focus,2018,13250,Manual,13638.0,Petrol,145.0,57.7,1.0
 Focus,2018,13450,Manual,17897.0,Petrol,145.0,57.7,1.0
